file_path,dog_name,label,duration
data/raw/Mescalina 2017/PAGE_270717/L-A/MAH00092.MP4_79_2.wav,PAGE_270717,L-A,0.298875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_53_1.wav,PAGE_270717,S,0.4086875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_37.wav,PAGE_270717,S,0.1933125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_23.wav,PAGE_270717,S,16.945166666666665
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_67.wav,PAGE_270717,S,3.1571041666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_98.wav,PAGE_270717,S,0.13860416666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_99.wav,PAGE_270717,S,2.0515416666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_73_5.wav,PAGE_270717,S,0.8126041666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_66.wav,PAGE_270717,S,1.3916666666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_72.wav,PAGE_270717,S,6.156375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_4.wav,PAGE_270717,S,0.638125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_77_1.wav,PAGE_270717,S,0.6552916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_51_2.wav,PAGE_270717,S,0.5254791666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_22.wav,PAGE_270717,S,1.2058333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_36.wav,PAGE_270717,S,0.14447916666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_10.wav,PAGE_270717,S,0.291625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_12.wav,PAGE_270717,S,1.5507083333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_20.wav,PAGE_270717,S,1.96375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_34.wav,PAGE_270717,S,3.8004583333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_77_3.wav,PAGE_270717,S,1.8713333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_6.wav,PAGE_270717,S,0.26075
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_64.wav,PAGE_270717,S,0.7572916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_70.wav,PAGE_270717,S,1.102
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_73_7.wav,PAGE_270717,S,11.591666666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_59.wav,PAGE_270717,S,0.74275
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_71.wav,PAGE_270717,S,10.800375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_65.wav,PAGE_270717,S,4.650979166666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_14_1.wav,PAGE_270717,S,0.6484375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_35.wav,PAGE_270717,S,1.1681875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_53_3.wav,PAGE_270717,S,0.5969583333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_25.wav,PAGE_270717,S,1.09925
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_31.wav,PAGE_270717,S,3.69225
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_19.wav,PAGE_270717,S,6.2819375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_142.wav,PAGE_270717,S,1.1828958333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_61.wav,PAGE_270717,S,1.2042916666666668
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_75.wav,PAGE_270717,S,0.6244375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_60.wav,PAGE_270717,S,1.318375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_48.wav,PAGE_270717,S,1.5071458333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_34_1.wav,PAGE_270717,S,1.0957916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_57_2.wav,PAGE_270717,S,0.48039583333333336
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_2.wav,PAGE_270717,S,0.24016666666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_51_4.wav,PAGE_270717,S,0.2813333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_30.wav,PAGE_270717,S,0.20610416666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_24.wav,PAGE_270717,S,9.7195
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_16.wav,PAGE_270717,S,0.5214791666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_32.wav,PAGE_270717,S,2.4279166666666665
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_26.wav,PAGE_270717,S,1.9318958333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_141.wav,PAGE_270717,S,4.142833333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_62.wav,PAGE_270717,S,2.5637916666666665
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_36_1.wav,PAGE_270717,S,0.58875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_89.wav,PAGE_270717,S,0.23625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_73_1.wav,PAGE_270717,S,8.6448125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_63.wav,PAGE_270717,S,4.089145833333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_140.wav,PAGE_270717,S,2.438833333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_27.wav,PAGE_270717,S,2.7380625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_33.wav,PAGE_270717,S,1.5196041666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_68.wav,PAGE_270717,S,1.7175833333333332
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_54.wav,PAGE_270717,S,1.3509583333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_40.wav,PAGE_270717,S,0.26327083333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_133.wav,PAGE_270717,S,0.1808125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_127.wav,PAGE_270717,S,1.7319583333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_76_3.wav,PAGE_270717,S,3.5620416666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_10.wav,PAGE_270717,S,0.28372916666666664
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_17_2.wav,PAGE_270717,S,0.7693958333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_39.wav,PAGE_270717,S,1.216375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_126.wav,PAGE_270717,S,1.8145625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_132.wav,PAGE_270717,S,2.0140833333333332
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_41.wav,PAGE_270717,S,0.3542708333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_55.wav,PAGE_270717,S,0.344375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_69.wav,PAGE_270717,S,1.0581666666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_43.wav,PAGE_270717,S,0.3552916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_57.wav,PAGE_270717,S,0.5805
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_118.wav,PAGE_270717,S,0.6908333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_124.wav,PAGE_270717,S,0.1686875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_130.wav,PAGE_270717,S,0.6087708333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_13.wav,PAGE_270717,S,1.2362291666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_76_1.wav,PAGE_270717,S,2.9370416666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_3_4.wav,PAGE_270717,S,1.1087916666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_131.wav,PAGE_270717,S,1.7987291666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_5_2.wav,PAGE_270717,S,0.8854166666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_125.wav,PAGE_270717,S,2.4598125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_119.wav,PAGE_270717,S,1.6883333333333332
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_56.wav,PAGE_270717,S,0.31133333333333335
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_46.wav,PAGE_270717,S,0.15416666666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_52.wav,PAGE_270717,S,0.161125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_106_1.wav,PAGE_270717,S,0.47802083333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_121.wav,PAGE_270717,S,0.488875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_135.wav,PAGE_270717,S,2.156375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_76_5.wav,PAGE_270717,S,1.076125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_9.wav,PAGE_270717,S,4.170458333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_17_4.wav,PAGE_270717,S,1.0753125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_8.wav,PAGE_270717,S,0.8748541666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_56_1.wav,PAGE_270717,S,0.5465
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_134.wav,PAGE_270717,S,2.382
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_120.wav,PAGE_270717,S,0.5523333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_53.wav,PAGE_270717,S,0.41533333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_47.wav,PAGE_270717,S,0.178125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_11_1.wav,PAGE_270717,S,1.307375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_51.wav,PAGE_270717,S,0.15114583333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_45.wav,PAGE_270717,S,0.45629166666666665
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_136.wav,PAGE_270717,S,4.670875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_122.wav,PAGE_270717,S,0.6420416666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_29.wav,PAGE_270717,S,0.38964583333333336
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_28.wav,PAGE_270717,S,2.5405625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_3_2.wav,PAGE_270717,S,2.1550625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_123.wav,PAGE_270717,S,0.19514583333333332
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_137.wav,PAGE_270717,S,0.2161875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_5_4.wav,PAGE_270717,S,0.2801458333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_106_3.wav,PAGE_270717,S,0.2170625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_44.wav,PAGE_270717,S,1.0287708333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_50.wav,PAGE_270717,S,1.4605416666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_49.wav,PAGE_270717,S,0.3367291666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_61.wav,PAGE_270717,S,0.13045833333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_31.wav,PAGE_270717,S,0.2019375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_6.wav,PAGE_270717,S,0.34325
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_7.wav,PAGE_270717,S,1.1336041666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_24.wav,PAGE_270717,S,0.12997916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_30.wav,PAGE_270717,S,1.4715208333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_107.wav,PAGE_270717,S,0.6658541666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_60.wav,PAGE_270717,S,0.1819375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_74.wav,PAGE_270717,S,0.37254166666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_48.wav,PAGE_270717,S,0.6759166666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_62.wav,PAGE_270717,S,1.9855416666666668
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_139.wav,PAGE_270717,S,0.5860416666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_105.wav,PAGE_270717,S,0.4453958333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_111.wav,PAGE_270717,S,0.40552083333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_113_1.wav,PAGE_270717,S,0.20466666666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_5.wav,PAGE_270717,S,0.4941041666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_4.wav,PAGE_270717,S,6.043729166666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_33.wav,PAGE_270717,S,1.4528333333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_27.wav,PAGE_270717,S,4.1315
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_104.wav,PAGE_270717,S,2.2021458333333332
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_138.wav,PAGE_270717,S,0.2555208333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_63.wav,PAGE_270717,S,1.6508333333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_58_2.wav,PAGE_270717,S,0.4464166666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_47_1.wav,PAGE_270717,S,0.568125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_67.wav,PAGE_270717,S,1.73525
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_73.wav,PAGE_270717,S,1.3619791666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_100.wav,PAGE_270717,S,0.2642083333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_114.wav,PAGE_270717,S,3.3160208333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_128.wav,PAGE_270717,S,1.4194375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_0.wav,PAGE_270717,S,1.7023333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_23.wav,PAGE_270717,S,1.3184166666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_19_3.wav,PAGE_270717,S,0.5987916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_22.wav,PAGE_270717,S,1.4695416666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_1.wav,PAGE_270717,S,1.9895416666666668
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_129.wav,PAGE_270717,S,0.30464583333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_115.wav,PAGE_270717,S,1.517875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_101.wav,PAGE_270717,S,0.9344791666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_72.wav,PAGE_270717,S,0.18539583333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_66.wav,PAGE_270717,S,1.1198541666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_70.wav,PAGE_270717,S,3.3737083333333335
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_64.wav,PAGE_270717,S,6.70875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_58.wav,PAGE_270717,S,1.8359375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_117.wav,PAGE_270717,S,0.8548333333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_103.wav,PAGE_270717,S,0.42633333333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_3.wav,PAGE_270717,S,2.1599375
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_19_1.wav,PAGE_270717,S,0.3820625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_35.wav,PAGE_270717,S,0.14114583333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_2.wav,PAGE_270717,S,3.041125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_102.wav,PAGE_270717,S,0.9156666666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_116.wav,PAGE_270717,S,0.424125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_59.wav,PAGE_270717,S,0.36554166666666665
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_65.wav,PAGE_270717,S,3.0380833333333332
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_71.wav,PAGE_270717,S,3.5261458333333335
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_47_3.wav,PAGE_270717,S,0.888875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_18.wav,PAGE_270717,S,0.34308333333333335
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_24.wav,PAGE_270717,S,0.5008958333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_16.wav,PAGE_270717,S,1.0277708333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_46.wav,PAGE_270717,S,3.904625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_91.wav,PAGE_270717,S,3.3312708333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_85.wav,PAGE_270717,S,2.0586875
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_84.wav,PAGE_270717,S,0.287625
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_90.wav,PAGE_270717,S,4.963666666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_38_3.wav,PAGE_270717,S,0.6037916666666666
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_21_2.wav,PAGE_270717,S,0.36795833333333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_17.wav,PAGE_270717,S,1.6155416666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_29.wav,PAGE_270717,S,0.7772916666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_15.wav,PAGE_270717,S,3.392145833333333
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_45.wav,PAGE_270717,S,1.1428958333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_38_1.wav,PAGE_270717,S,2.1273333333333335
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_86.wav,PAGE_270717,S,1.896125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_92.wav,PAGE_270717,S,1.7278125
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_93.wav,PAGE_270717,S,1.2881666666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_87.wav,PAGE_270717,S,0.3797291666666667
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_78.wav,PAGE_270717,S,0.22045833333333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_14.wav,PAGE_270717,S,0.328
data/raw/Mescalina 2017/PAGE_270717/S/MAH00093.MP4_28.wav,PAGE_270717,S,4.770770833333334
data/raw/Mescalina 2017/PAGE_270717/S/MAH00092.MP4_12_22.wav,PAGE_270717,S,1.0429375
